x1,; x2,; x3,; x4,; x5,; x6,; x7,; x8,; x9,; x10,; x11,; x12,; x13,; x14,; x15,; x16,; x17,; x18,; x19,; x20,; x21,; x22,; x23,; x24,; x25,; x26,; x27,; x28,; x29,; x30,; x31,; x32,; x33,; x34,; x35,; x36,; x37,; x38,; x39,; x40,; x41,; x42,; x43,; x44,; x45,; x46,; x47,; x48,; x49,; x50,; x51,; x52,; x53,; x54,; x55,; x56,; x57,; x58,; x59,; x60,; x61,; x62,; x63,; x64,; x65,; x66,; x67,; x68,; x69,; x70,; x71,; x72,; x73,; x74,; x75,; x76,; x77,; x78,; x79,; x80,; x81,; x82,; x83,; x84,; x85,; x86,; x87,; x88,; x89,; x90,; y,; 
 1,08514;1,08518;1,08512;1,08517;1,08514;1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;0,72767;1,08671;0,62936;1,08662;0,60988;1,08668;0,62127;1,08662;0,60706;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08366; 
 1,08518;1,08512;1,08517;1,08514;1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;0,62936;1,08662;0,60988;1,08668;0,62127;1,08662;0,60706;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08344; 
 1,08512;1,08517;1,08514;1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;0,60988;1,08668;0,62127;1,08662;0,60706;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08367; 
 1,08517;1,08514;1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;0,62127;1,08662;0,60706;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08375; 
 1,08514;1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;0,60706;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,084; 
 1,08514;1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;0,63951;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,0838; 
 1,08512;1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;0,5816;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,08338; 
 1,08502;1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;0,55672;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,08338; 
 1,08466;1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;0,60131;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08337; 
 1,08471;1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;0,53655;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08383; 
 1,08468;1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;0,53655;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,08388; 
 1,08506;1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;0,52085;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08409; 
 1,085;1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;0,51851;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08422; 
 1,08533;1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;0,59405;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08434; 
 1,08543;1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;0,57823;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08456; 
 1,08521;1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;0,62447;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08451; 
 1,08563;1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;0,52951;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08438; 
 1,08624;1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;0,59662;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08476; 
 1,0861;1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;0,60319;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,0847; 
 1,08642;1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;0,60551;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0844; 
 1,08659;1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;0,63815;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08367; 
 1,08714;1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;0,64965;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08373; 
 1,08703;1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;0,61871;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08359; 
 1,08726;1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;0,63408;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08369; 
 1,08708;1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;1,08648;0,54626;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08383;0,44872;1,08354; 
 1,08735;1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;1,08648;1,08655;0,56602;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08383;0,44872;1,08388;0,46156;1,08382; 
 1,08759;1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;1,08648;1,08655;1,08658;0,57469;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08383;0,44872;1,08388;0,46156;1,08409;0,51408;1,084; 
 1,08758;1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;1,08648;1,08655;1,08658;1,08637;0,51532;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08383;0,44872;1,08388;0,46156;1,08409;0,51408;1,08422;0,54476;1,08405; 
 1,08736;1,08712;1,08671;1,08662;1,08668;1,08662;1,08678;1,08654;1,08643;1,08663;1,08634;1,08634;1,08627;1,08626;1,08655;1,08649;1,08668;1,0863;1,08659;1,08662;1,08663;1,08677;1,08682;1,08672;1,08678;1,08648;1,08655;1,08658;1,08637;1,0863;0,49689;1,08604;0,4347;1,08544;0,33157;1,08515;0,29513;1,08498;0,27598;1,08467;0,24479;1,08476;0,27512;1,08507;0,3716;1,08486;0,34344;1,0849;0,35554;1,0848;0,34147;1,08478;0,33858;1,08473;0,33105;1,0848;0,3571;1,08433;0,28922;1,08368;0,22541;1,08359;0,21823;1,08366;0,24202;1,08344;0,22245;1,08367;0,29847;1,08375;0,32377;1,084;0,39872;1,0838;0,36927;1,08338;0,31643;1,08338;0,31643;1,08337;0,31519;1,08383;0,44872;1,08388;0,46156;1,08409;0,51408;1,08422;0,54476;1,08434;0,57238;1,08396; 
