x1,; x2,; x3,; x4,; x5,; x6,; x7,; x8,; x9,; x10,; x11,; x12,; x13,; x14,; x15,; x16,; x17,; x18,; x19,; x20,; x21,; x22,; x23,; x24,; x25,; x26,; x27,; x28,; x29,; x30,; x31,; x32,; x33,; x34,; x35,; x36,; x37,; x38,; x39,; x40,; x41,; x42,; x43,; x44,; x45,; x46,; x47,; x48,; x49,; x50,; x51,; x52,; x53,; x54,; x55,; x56,; x57,; x58,; x59,; x60,; x61,; x62,; x63,; x64,; x65,; x66,; x67,; x68,; x69,; x70,; x71,; x72,; x73,; x74,; x75,; x76,; x77,; x78,; x79,; x80,; x81,; x82,; x83,; x84,; x85,; x86,; x87,; x88,; x89,; x90,; x91,; x92,; x93,; x94,; x95,; x96,; x97,; x98,; x99,; x100,; x101,; x102,; x103,; x104,; x105,; x106,; x107,; x108,; x109,; x110,; x111,; x112,; x113,; x114,; x115,; x116,; x117,; x118,; x119,; x120,; y,; 
 1,297765;1,297925;1,298145;1,298105;1,298045;1,29795;1,29777;1,297815;1,297715;1,29752;1,297355;1,29681;1,29632;1,296245;1,296315;1,295735;1,29523;1,29507;1,295455;1,29519;1,295165;1,295075;1,294735;1,294925;1,29494;1,29496;1,29535;1,29545;1,295275;1,295375;1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,29497; 
 1,297925;1,298145;1,298105;1,298045;1,29795;1,29777;1,297815;1,297715;1,29752;1,297355;1,29681;1,29632;1,296245;1,296315;1,295735;1,29523;1,29507;1,295455;1,29519;1,295165;1,295075;1,294735;1,294925;1,29494;1,29496;1,29535;1,29545;1,295275;1,295375;1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,29464; 
 1,29795;1,29777;1,297815;1,297715;1,29752;1,297355;1,29681;1,29632;1,296245;1,296315;1,295735;1,29523;1,29507;1,295455;1,29519;1,295165;1,295075;1,294735;1,294925;1,29494;1,29496;1,29535;1,29545;1,295275;1,295375;1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29469; 
 1,29777;1,297815;1,297715;1,29752;1,297355;1,29681;1,29632;1,296245;1,296315;1,295735;1,29523;1,29507;1,295455;1,29519;1,295165;1,295075;1,294735;1,294925;1,29494;1,29496;1,29535;1,29545;1,295275;1,295375;1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,29446; 
 1,295375;1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29151; 
 1,295295;1,29511;1,295265;1,295485;1,295755;1,29553;1,29565;1,295665;1,295645;1,295555;1,2958;1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,291575; 
 1,296185;1,296275;1,29612;1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29079; 
 1,29604;1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,290945; 
 1,29568;1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,291255; 
 1,2957;1,295775;1,295925;1,295895;1,295895;1,295845;1,295915;1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,29138; 
 1,29587;1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,291205; 
 1,29596;1,296025;1,296295;1,296275;1,29599;1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29104; 
 1,295745;1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,29156; 
 1,295175;1,295165;1,295205;1,295065;1,294905;1,2944;1,294085;1,293835;1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,291255;1,29172; 
 1,293465;1,293395;1,293335;1,293665;1,293805;1,294125;1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,291255;1,29138;1,291415;1,291375;1,291355;1,2914;1,291395;1,291585;1,291205;1,29202; 
 1,29422;1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,291255;1,29138;1,291415;1,291375;1,291355;1,2914;1,291395;1,291585;1,291205;1,29104;1,29077;1,2908;1,29092;1,291315;1,29156;1,29241; 
 1,293935;1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,291255;1,29138;1,291415;1,291375;1,291355;1,2914;1,291395;1,291585;1,291205;1,29104;1,29077;1,2908;1,29092;1,291315;1,29156;1,29172;1,292405; 
 1,293755;1,293555;1,29374;1,2939;1,293695;1,293655;1,293755;1,29372;1,293825;1,294165;1,29431;1,29439;1,294315;1,294115;1,294125;1,294405;1,294535;1,29437;1,29433;1,294345;1,294395;1,294195;1,29439;1,294595;1,29459;1,294755;1,294995;1,29505;1,29497;1,29489;1,294785;1,29482;1,295095;1,29535;1,29528;1,29526;1,29525;1,295175;1,295385;1,29556;1,29538;1,29538;1,295315;1,295345;1,295115;1,294795;1,294625;1,294615;1,29498;1,29533;1,295665;1,29583;1,295915;1,295735;1,295435;1,29507;1,29496;1,29507;1,29497;1,29464;1,29469;1,29459;1,29466;1,29469;1,29446;1,29421;1,293885;1,293775;1,293775;1,293295;1,292585;1,29227;1,292505;1,29257;1,292475;1,29274;1,292745;1,292755;1,29292;1,293165;1,29308;1,292865;1,292555;1,29201;1,2911;1,29082;1,291195;1,29151;1,291575;1,29114;1,291035;1,290335;1,290295;1,290135;1,290065;1,290365;1,290305;1,290445;1,29085;1,29079;1,29094;1,29106;1,290945;1,291255;1,29138;1,291415;1,291375;1,291355;1,2914;1,291395;1,291585;1,291205;1,29104;1,29077;1,2908;1,29092;1,291315;1,29156;1,29172;1,291555;1,292375; 
